Acc_X,Acc_Y,Acc_Z,Class
1.361226,-2.260239,-1.152127,3
-0.297724,0.019581,0.006049,3
1.025199,-1.473528,-1.048352,3
-0.960918,-0.096964,0.382865,3
0.148341,-1.443146,-1.985555,3
1.10195,-1.185199,-0.982135,3
0.483529,-2.119046,-1.72645,3
-0.332108,0.609698,-0.371615,3
0.877852,-1.615672,-0.678141,3
-0.306157,0.190033,-0.176605,3
1.109338,-1.399035,-1.013125,3
-0.660633,0.099054,0.069068,3
1.067338,-1.192519,-0.816525,3
-0.406327,-0.222796,-0.142866,3
1.184653,-0.984838,-1.136664,3
-0.678056,-0.112503,-0.032552,3
-0.182505,-1.950112,-2.422283,3
-1.333602,0.403181,0.110568,3
0.973056,-1.757613,-0.97565,3
-0.881213,0.707721,0.284934,3
0.921154,-1.815285,-0.852781,3
-0.381177,0.339471,-0.049577,3
1.083754,-1.711648,-1.108687,3
-0.512326,0.378642,-0.127387,3
1.250322,-1.714318,-1.494975,3
-0.949002,0.427324,-0.161307,3
1.006397,-0.76492,-1.483971,3
-0.444872,-0.040857,-0.240895,3
1.820444,-2.071608,-0.934949,3
-1.016494,-0.003986,-0.043698,3
2.166006,-2.196238,-0.940932,3
-0.760277,0.19612,-0.308639,3
1.76338,-2.262345,-1.025928,3
-0.148524,-0.023871,-0.559412,3
2.130427,-1.881001,-2.337286,3
0.564631,-1.0202,-0.741246,3
1.962034,-2.34488,-2.308553,3
0.310752,-0.541363,-0.739732,3
1.615008,-1.90461,-0.922377,3
-0.028677,-0.381842,-0.612633,3
1.257208,-1.197061,-0.73563,3
0.43972,-1.558382,-0.893515,3
-0.043862,-0.512769,0.051109,3
0.384152,-1.346909,-0.795207,3
0.141038,-1.568954,-1.952087,3
1.33003,-2.227231,-1.955541,3
0.130572,-1.074244,-0.472811,3
1.1526,-1.051866,-1.186028,3
0.424157,-0.575428,-0.305406,3
0.653737,-2.035097,-1.110788,3
0.156634,-0.787692,-0.108277,3
1.063626,-1.7845,-1.226165,3
0.046938,-0.570641,-0.107552,3
1.273767,-2.001244,-1.150492,3
-0.972334,0.176282,-0.165532,3
0.892025,-1.332796,-1.899279,3
-1.382017,-0.572626,-1.568261,3
0.309036,-1.403028,-0.813973,3
0.10267,-1.250928,-0.478785,3
1.030449,-1.290954,-1.186899,3
-0.169604,-1.0701,-0.073699,3
1.142568,-1.653982,-1.272269,3
-0.048903,0.200765,-0.159842,3
0.59581,-1.383471,-1.059913,3
0.99062,-0.73823,-0.759987,3
-0.8322,-1.012972,-0.468809,3
2.193075,-1.729903,-2.396275,3
-0.444872,-0.040857,-0.240895,3
1.820444,-2.071608,-0.934949,3
-1.016494,-0.003986,-0.043698,3
2.166006,-2.196238,-0.940932,3
-0.760277,0.19612,-0.308639,3
1.76338,-2.262345,-1.025928,3
-0.148524,-0.023871,-0.559412,3
2.130427,-1.881001,-2.337286,3
0.564631,-1.0202,-0.741246,3
1.962034,-2.34488,-2.308553,3
0.310752,-0.541363,-0.739732,3
1.615008,-1.90461,-0.922377,3
-0.028677,-0.381842,-0.612633,3
1.257208,-1.197061,-0.73563,3
0.43972,-1.558382,-0.893515,3
-0.043862,-0.512769,0.051109,3
0.384152,-1.346909,-0.795207,3
0.141038,-1.568954,-1.952087,3
1.33003,-2.227231,-1.955541,3
0.130572,-1.074244,-0.472811,3
1.1526,-1.051866,-1.186028,3
0.424157,-0.575428,-0.305406,3
0.653737,-2.035097,-1.110788,3
0.156634,-0.787692,-0.108277,3
1.063626,-1.7845,-1.226165,3
0.046938,-0.570641,-0.107552,3
1.273767,-2.001244,-1.150492,3
-0.972334,0.176282,-0.165532,3
0.892025,-1.332796,-1.899279,3
-1.382017,-0.572626,-1.568261,3
0.309036,-1.403028,-0.813973,3
0.10267,-1.250928,-0.478785,3
1.030449,-1.290954,-1.186899,3
-0.169604,-1.0701,-0.073699,3
1.142568,-1.653982,-1.272269,3
-0.048903,0.200765,-0.159842,3
0.59581,-1.383471,-1.059913,3
0.99062,-0.73823,-0.759987,3
-0.8322,-1.012972,-0.468809,3
2.193075,-1.729903,-2.396275,3
0.444951,-1.95003,-0.761502,3
-0.74335,0.694061,0.081999,3
0.855246,-1.976225,-0.777304,3
-0.716751,0.693196,0.019215,3
0.70277,-1.966446,-0.858708,3
-0.763103,0.82667,0.130416,3
1.007861,-2.179188,-0.938672,3
-0.673854,0.735758,-0.159352,3
1.831481,-2.457791,-1.229882,3
-1.211618,0.487759,0.030723,3
1.600938,-1.609096,-1.810642,3
0.858569,-0.494662,-0.854201,3
1.186194,-1.832233,-2.002861,3
0.019667,-0.259829,-0.089852,3
0.690596,-1.430762,-1.350134,3
-0.360529,-0.196243,0.091791,3
0.734169,-1.630711,-0.905153,3
-0.307274,0.152905,-0.028666,3
0.357383,-1.600917,-0.886124,3
-1.25881,0.783843,0.273694,3
0.308036,-1.431214,-1.727699,3
1.156625,-1.00567,-0.740926,3
0.597926,-1.669868,-1.926056,3
-0.434831,-0.39098,-0.347561,3
0.959976,-1.635087,-1.174741,3
-0.460571,0.062124,0.184948,3
0.720419,-1.726548,-0.830249,3
-0.451192,0.220274,-0.237561,3
0.648593,-1.734893,-1.054073,3
-0.413953,0.197158,-0.203379,3
0.959324,-1.777687,-1.214861,3
-1.650524,1.011802,0.390452,3
0.884041,-1.111168,-1.763665,3
-2.164595,0.341358,-0.227732,3
-0.200001,-0.601603,-0.524466,3
0.848854,-1.144844,-0.915317,3
-0.265042,-0.632529,-0.659672,3
0.379156,-0.427104,-0.243274,3
0.05089,-1.026602,-0.620673,3
0.669592,-0.78966,-0.662518,3
-0.216227,-0.761084,-0.602079,3
0.791289,-0.663455,-0.841879,3
-0.346313,-0.788218,-0.508107,3
1.541115,-1.338086,-2.005546,3
0.444951,-1.95003,-0.761502,3
-0.74335,0.694061,0.081999,3
0.855246,-1.976225,-0.777304,3
-0.716751,0.693196,0.019215,3
0.70277,-1.966446,-0.858708,3
-0.763103,0.82667,0.130416,3
1.007861,-2.179188,-0.938672,3
-0.673854,0.735758,-0.159352,3
1.831481,-2.457791,-1.229882,3
-1.211618,0.487759,0.030723,3
1.600938,-1.609096,-1.810642,3
0.858569,-0.494662,-0.854201,3
1.186194,-1.832233,-2.002861,3
0.019667,-0.259829,-0.089852,3
0.690596,-1.430762,-1.350134,3
-0.360529,-0.196243,0.091791,3
0.734169,-1.630711,-0.905153,3
-0.307274,0.152905,-0.028666,3
0.357383,-1.600917,-0.886124,3
-1.25881,0.783843,0.273694,3
0.308036,-1.431214,-1.727699,3
1.156625,-1.00567,-0.740926,3
0.597926,-1.669868,-1.926056,3
-0.434831,-0.39098,-0.347561,3
0.959976,-1.635087,-1.174741,3
-0.460571,0.062124,0.184948,3
0.720419,-1.726548,-0.830249,3
-0.451192,0.220274,-0.237561,3
0.648593,-1.734893,-1.054073,3
-0.413953,0.197158,-0.203379,3
0.959324,-1.777687,-1.214861,3
-1.650524,1.011802,0.390452,3
0.884041,-1.111168,-1.763665,3
-2.164595,0.341358,-0.227732,3
-0.200001,-0.601603,-0.524466,3
0.848854,-1.144844,-0.915317,3
-0.265042,-0.632529,-0.659672,3
0.379156,-0.427104,-0.243274,3
0.05089,-1.026602,-0.620673,3
0.669592,-0.78966,-0.662518,3
-0.216227,-0.761084,-0.602079,3
0.791289,-0.663455,-0.841879,3
-0.346313,-0.788218,-0.508107,3
1.541115,-1.338086,-2.005546,3
-0.683693,0.287861,-0.494203,3
1.343075,-1.56992,-0.720152,3
-0.725391,-0.20661,-0.269479,3
0.901996,-0.776824,-0.66064,3
-0.405514,-0.989978,-0.550437,3
0.939072,-0.689948,-0.569796,3
0.783354,-1.83307,-1.219313,3
0.187428,-0.873207,-0.342004,3
1.312738,-0.734464,-1.357577,3
1.460981,-1.224013,-1.716641,3
1.523003,-1.333755,-1.048049,3
1.165829,-1.430644,-2.013989,3
0.5534,-0.980606,-0.490309,3
0.384254,-1.130572,-0.57361,3
0.878256,-1.333111,-1.065443,3
0.535955,-1.390903,-0.28557,3
1.142578,-1.377974,-1.393265,3
-1.281107,0.377865,0.50609,3
0.256565,-1.222084,-1.255291,3
0.58726,-1.028148,-1.811017,3
0.783155,-2.23862,-1.538473,3
-0.035596,-0.335697,-0.394111,3
0.968964,-2.030499,-0.785959,3
-0.17253,-0.029771,-0.385199,3
1.415021,-2.00071,-1.324327,3
-0.69959,-0.027643,-0.201088,3
1.518441,-1.775078,-0.900285,3
-0.171224,-0.059863,-0.587788,3
1.137961,-1.411559,-1.13904,3
-1.163331,0.042255,-0.210822,3
0.031531,-2.225934,-2.837379,3
-1.194056,-0.13059,-0.184952,3
1.153248,-1.961475,-0.909909,3
-0.573244,0.079135,-0.195343,3
1.367632,-1.885067,-0.989329,3
-0.767176,0.079622,-0.257904,3
1.691823,-2.040096,-1.180675,3
-0.872902,-0.098338,-0.002926,3
1.607807,-1.839986,-1.537942,3
-0.683693,0.287861,-0.494203,3
1.343075,-1.56992,-0.720152,3
-0.725391,-0.20661,-0.269479,3
0.901996,-0.776824,-0.66064,3
-0.405514,-0.989978,-0.550437,3
0.939072,-0.689948,-0.569796,3
0.783354,-1.83307,-1.219313,3
0.187428,-0.873207,-0.342004,3
1.312738,-0.734464,-1.357577,3
1.460981,-1.224013,-1.716641,3
1.523003,-1.333755,-1.048049,3
1.165829,-1.430644,-2.013989,3
0.5534,-0.980606,-0.490309,3
0.384254,-1.130572,-0.57361,3
0.878256,-1.333111,-1.065443,3
0.535955,-1.390903,-0.28557,3
1.142578,-1.377974,-1.393265,3
-1.281107,0.377865,0.50609,3
0.256565,-1.222084,-1.255291,3
0.58726,-1.028148,-1.811017,3
0.783155,-2.23862,-1.538473,3
-0.035596,-0.335697,-0.394111,3
0.968964,-2.030499,-0.785959,3
-0.17253,-0.029771,-0.385199,3
1.415021,-2.00071,-1.324327,3
-0.69959,-0.027643,-0.201088,3
1.518441,-1.775078,-0.900285,3
-0.171224,-0.059863,-0.587788,3
1.137961,-1.411559,-1.13904,3
-1.163331,0.042255,-0.210822,3
0.031531,-2.225934,-2.837379,3
-1.194056,-0.13059,-0.184952,3
1.153248,-1.961475,-0.909909,3
-0.573244,0.079135,-0.195343,3
1.367632,-1.885067,-0.989329,3
-0.767176,0.079622,-0.257904,3
1.691823,-2.040096,-1.180675,3
-0.872902,-0.098338,-0.002926,3
1.607807,-1.839986,-1.537942,3
-1.678845,0.816878,0.856835,3
0.630797,-1.909239,-0.659842,3
-0.466302,0.335002,-0.100854,3
0.874385,-2.283707,-0.73005,3
-0.592441,0.585721,0.263058,3
0.95647,-2.195875,-0.664656,3
-0.905416,0.382014,-0.0438,3
1.796494,-2.37113,-0.848325,3
-0.62035,0.501572,-0.037579,3
2.416933,-2.586127,-1.068591,3
-0.91486,0.296488,-0.002967,3
1.886289,-2.044709,-2.244737,3
0.426564,-0.28977,-0.431065,3
1.409189,-1.291553,-2.140447,3
0.191594,-0.596416,-1.021964,3
0.635374,-1.474332,-0.645364,3
0.900743,-1.100729,-0.519182,3
0.899147,-1.320509,-1.077892,3
0.540748,-0.673164,-0.025775,3
0.514911,-1.233885,-0.915704,3
-0.121982,-0.264486,-0.312349,3
0.211412,-1.157925,-0.553433,3
0.638862,-1.608885,-2.06362,3
0.826317,-1.39265,-0.870981,3
0.655405,-2.322502,-1.628229,3
-0.282015,0.221244,-0.250732,3
1.129656,-2.053488,-0.616945,3
-0.487369,0.156192,-0.142102,3
1.524766,-1.989841,-0.838542,3
-0.328347,-0.084455,-0.230281,3
1.532106,-2.143338,-0.879312,3
-0.198082,0.044963,-0.108243,3
1.38688,-2.010632,-1.064827,3
-1.557371,0.47459,0.371993,3
0.837376,-1.24271,-1.573698,3
-0.897967,-0.04914,-1.147328,3
-0.466232,-0.960054,-0.305525,3
0.821468,-1.277764,-0.72382,3
-0.702883,-0.391103,-0.309038,3
1.250664,-1.809128,-0.783844,3
-1.14836,0.214939,0.441428,3
1.450146,-1.917018,-0.995896,3
-0.74396,0.119659,-0.0174,3
1.177673,-1.705597,-1.386683,3
-1.678845,0.816878,0.856835,3
0.630797,-1.909239,-0.659842,3
-0.466302,0.335002,-0.100854,3
0.874385,-2.283707,-0.73005,3
-0.592441,0.585721,0.263058,3
0.95647,-2.195875,-0.664656,3
-0.905416,0.382014,-0.0438,3
1.796494,-2.37113,-0.848325,3
-0.62035,0.501572,-0.037579,3
2.416933,-2.586127,-1.068591,3
-0.91486,0.296488,-0.002967,3
1.886289,-2.044709,-2.244737,3
0.426564,-0.28977,-0.431065,3
1.409189,-1.291553,-2.140447,3
0.191594,-0.596416,-1.021964,3
0.635374,-1.474332,-0.645364,3
0.900743,-1.100729,-0.519182,3
0.899147,-1.320509,-1.077892,3
0.540748,-0.673164,-0.025775,3
0.514911,-1.233885,-0.915704,3
-0.121982,-0.264486,-0.312349,3
0.211412,-1.157925,-0.553433,3
0.638862,-1.608885,-2.06362,3
0.826317,-1.39265,-0.870981,3
0.655405,-2.322502,-1.628229,3
-0.282015,0.221244,-0.250732,3
1.129656,-2.053488,-0.616945,3
-0.487369,0.156192,-0.142102,3
1.524766,-1.989841,-0.838542,3
-0.328347,-0.084455,-0.230281,3
1.532106,-2.143338,-0.879312,3
-0.198082,0.044963,-0.108243,3
1.38688,-2.010632,-1.064827,3
-1.557371,0.47459,0.371993,3
0.837376,-1.24271,-1.573698,3
-0.897967,-0.04914,-1.147328,3
-0.466232,-0.960054,-0.305525,3
0.821468,-1.277764,-0.72382,3
-0.702883,-0.391103,-0.309038,3
1.250664,-1.809128,-0.783844,3
-1.14836,0.214939,0.441428,3
1.450146,-1.917018,-0.995896,3
-0.74396,0.119659,-0.0174,3
1.177673,-1.705597,-1.386683,3
-4.671209,-8.899687,1.263346,3
-2.8085,-9.206503,0.649799,3
-3.880541,-9.53533,0.53326,3
-2.417601,-9.40074,0.217013,3
-4.129278,-9.129478,0.733801,3
-2.508313,-9.485865,0.235369,3
-4.158282,-8.9166,0.69912,3
-2.385877,-10.349309,-0.058455,3
-3.974297,-8.237225,0.929355,3
-1.439981,-10.901206,-0.582968,3
-4.691428,-7.945266,1.497512,3
-2.370977,-10.443689,-0.797736,3
-3.229235,-8.95156,0.498331,3
-1.758198,-9.46157,-0.915387,3
-2.931757,-9.570332,-0.395705,3
-3.51456,-9.479404,0.216506,3
-2.393742,-9.379091,0.561295,3
-3.583263,-9.547986,0.742283,3
-2.732637,-9.61123,-0.02673,3
-3.56965,-9.249871,0.798854,3
-2.859796,-9.25582,0.345369,3
-3.968445,-8.759426,1.01468,3
-3.478671,-10.135113,-0.910059,3
-2.639863,-9.776496,1.1723,3
-3.206895,-10.731543,-0.696768,3
-3.381621,-8.162832,1.17815,3
-1.705371,-10.970689,0.165866,3
-4.043729,-8.206431,1.027183,3
-2.026066,-10.594392,0.000654,3
-4.265725,-8.310513,1.058044,3
-2.219321,-10.468519,-0.049922,3
-4.200483,-8.173047,0.551337,3
-2.859596,-10.500743,0.08746,3
-4.08974,-7.900021,1.639356,3
-3.250715,-10.152586,-0.727499,3
-2.722377,-9.263076,1.087255,3
-2.674559,-10.722079,-0.223308,3
-3.878689,-8.087377,1.360574,3
-2.81005,-10.328491,0.227654,3
-3.729309,-8.411424,1.094917,3
-2.403036,-10.159968,-0.315032,3
-4.198436,-8.374415,1.420595,3
-2.623569,-10.014319,-0.217002,3
-3.461637,-8.866048,1.074462,3
-4.671209,-8.899687,1.263346,3
-2.8085,-9.206503,0.649799,3
-3.880541,-9.53533,0.53326,3
-2.417601,-9.40074,0.217013,3
-4.129278,-9.129478,0.733801,3
-2.508313,-9.485865,0.235369,3
-4.158282,-8.9166,0.69912,3
-2.385877,-10.349309,-0.058455,3
-3.974297,-8.237225,0.929355,3
-1.439981,-10.901206,-0.582968,3
-4.691428,-7.945266,1.497512,3
-2.370977,-10.443689,-0.797736,3
-3.229235,-8.95156,0.498331,3
-1.758198,-9.46157,-0.915387,3
-2.931757,-9.570332,-0.395705,3
-3.51456,-9.479404,0.216506,3
-2.393742,-9.379091,0.561295,3
-3.583263,-9.547986,0.742283,3
-2.732637,-9.61123,-0.02673,3
-3.56965,-9.249871,0.798854,3
-2.859796,-9.25582,0.345369,3
-3.968445,-8.759426,1.01468,3
-3.478671,-10.135113,-0.910059,3
-2.639863,-9.776496,1.1723,3
-3.206895,-10.731543,-0.696768,3
-3.381621,-8.162832,1.17815,3
-1.705371,-10.970689,0.165866,3
-4.043729,-8.206431,1.027183,3
-2.026066,-10.594392,0.000654,3
-4.265725,-8.310513,1.058044,3
-2.219321,-10.468519,-0.049922,3
-4.200483,-8.173047,0.551337,3
-2.859596,-10.500743,0.08746,3
-4.08974,-7.900021,1.639356,3
-3.250715,-10.152586,-0.727499,3
-2.722377,-9.263076,1.087255,3
-2.674559,-10.722079,-0.223308,3
-3.878689,-8.087377,1.360574,3
-2.81005,-10.328491,0.227654,3
-3.729309,-8.411424,1.094917,3
-2.403036,-10.159968,-0.315032,3
-4.198436,-8.374415,1.420595,3
-2.623569,-10.014319,-0.217002,3
-3.461637,-8.866048,1.074462,3
-0.995952,-10.627151,0.467292,3
-3.047277,-8.288898,1.798583,3
-0.79872,-10.780931,0.221003,3
-3.076417,-8.204417,2.402884,3
-0.661387,-10.453124,0.222267,3
-2.404016,-8.348969,2.028517,3
-1.045989,-9.79718,0.354081,3
-0.7304,-9.185366,1.193557,3
-2.333537,-9.576913,1.116301,3
0.334875,-11.113492,0.14787,3
-2.386677,-8.636194,1.934519,3
0.160448,-10.542194,-0.34824,3
-1.827562,-9.26653,0.986816,3
-0.396855,-9.814219,-0.497775,3
-0.598606,-9.54918,0.72352,3
-0.904598,-10.330754,0.645176,3
-0.897995,-9.297826,1.420049,3
-0.891564,-10.203313,0.509841,3
-0.844843,-9.465214,0.950579,3
-1.552296,-9.979471,0.974444,3
-1.038978,-9.350223,1.221262,3
-1.987975,-9.40147,1.866685,3
-1.466528,-10.790998,-0.624444,3
-0.678259,-9.659595,1.098679,3
-0.915304,-11.030126,-0.376949,3
-2.413344,-8.569219,1.472841,3
-0.462524,-10.742077,0.105631,3
-2.300684,-8.624021,1.680801,3
-0.186302,-10.59425,0.094138,3
-2.012116,-8.870423,1.754889,3
-0.087777,-10.509454,0.282987,3
-1.877703,-8.874255,1.432293,3
-0.455154,-10.781729,0.299014,3
-2.95564,-7.938192,2.566459,3
-0.434353,-9.685209,0.222849,3
-2.669636,-9.623367,0.835931,3
-2.232044,-9.688764,1.39638,3
-0.360463,-10.57585,0.581599,3
-2.070909,-8.883195,1.400214,3
0.464169,-10.658824,0.205779,3
-2.564777,-8.865834,1.689181,3
0.039637,-10.467643,-0.016105,3
-2.165344,-8.972377,1.713789,3
-0.995952,-10.627151,0.467292,3
-3.047277,-8.288898,1.798583,3
-0.79872,-10.780931,0.221003,3
-3.076417,-8.204417,2.402884,3
-0.661387,-10.453124,0.222267,3
-2.404016,-8.348969,2.028517,3
-1.045989,-9.79718,0.354081,3
-0.7304,-9.185366,1.193557,3
-2.333537,-9.576913,1.116301,3
0.334875,-11.113492,0.14787,3
-2.386677,-8.636194,1.934519,3
0.160448,-10.542194,-0.34824,3
-1.827562,-9.26653,0.986816,3
-0.396855,-9.814219,-0.497775,3
-0.598606,-9.54918,0.72352,3
-0.904598,-10.330754,0.645176,3
-0.897995,-9.297826,1.420049,3
-0.891564,-10.203313,0.509841,3
-0.844843,-9.465214,0.950579,3
-1.552296,-9.979471,0.974444,3
-1.038978,-9.350223,1.221262,3
-1.987975,-9.40147,1.866685,3
-1.466528,-10.790998,-0.624444,3
-0.678259,-9.659595,1.098679,3
-0.915304,-11.030126,-0.376949,3
-2.413344,-8.569219,1.472841,3
-0.462524,-10.742077,0.105631,3
-2.300684,-8.624021,1.680801,3
-0.186302,-10.59425,0.094138,3
-2.012116,-8.870423,1.754889,3
-0.087777,-10.509454,0.282987,3
-1.877703,-8.874255,1.432293,3
-0.455154,-10.781729,0.299014,3
-2.95564,-7.938192,2.566459,3
-0.434353,-9.685209,0.222849,3
-2.669636,-9.623367,0.835931,3
-2.232044,-9.688764,1.39638,3
-0.360463,-10.57585,0.581599,3
-2.070909,-8.883195,1.400214,3
0.464169,-10.658824,0.205779,3
-2.564777,-8.865834,1.689181,3
0.039637,-10.467643,-0.016105,3
-2.165344,-8.972377,1.713789,3
-2.864318,-10.938252,0.520904,3
-4.341336,-8.044085,0.6236,3
-2.012369,-11.124923,0.188959,3
-4.49168,-7.687467,1.438655,3
-2.39878,-10.586669,-0.003453,3
-4.431856,-7.650245,1.338231,3
-2.335747,-10.6539,-0.0123,3
-3.920024,-7.914523,0.797692,3
-2.031136,-10.505392,-0.317322,3
-3.933797,-8.321087,1.162589,3
-2.160628,-9.794791,-0.63883,3
-2.379293,-9.411249,-0.330928,3
-2.166009,-9.976147,0.103754,3
-2.722035,-10.469342,-0.868535,3
-3.697103,-8.430023,1.021731,3
-1.989972,-10.616268,0.313148,3
-4.130304,-8.496999,0.985123,3
-2.284854,-10.40371,-0.238883,3
-3.978306,-8.329133,1.15306,3
-2.679301,-10.336076,0.201318,3
-4.243512,-8.067169,1.669163,3
-2.793519,-10.284511,-0.667491,3
-2.464552,-9.427809,0.514693,3
-2.470165,-10.691112,-0.649568,3
-3.235643,-8.510778,0.615946,3
-3.16373,-9.361648,-0.111215,3
-2.322546,-9.2537,0.57763,3
-3.5152,-9.540597,0.452038,3
-2.484904,-9.355648,0.466276,3
-3.680331,-9.461929,0.477006,3
-2.28838,-9.327451,0.253856,3
-3.644895,-9.442173,0.402496,3
-2.731338,-9.089665,0.411816,3
-3.938518,-9.149149,0.932679,3
-3.369428,-9.705523,-0.571106,3
-2.657685,-9.886766,0.682285,3
-2.966342,-10.823561,-0.499723,3
-4.85004,-8.230488,1.141928,3
-2.140737,-10.374581,-0.355865,3
-4.387101,-8.135266,1.246203,3
-1.93784,-10.511697,-0.403181,3
-4.429828,-7.933851,1.089476,3
-2.263374,-9.907181,-0.275047,3
-3.640638,-8.899419,1.113641,3
-2.673398,-9.561938,-0.279015,3
-3.298401,-8.435144,1.270462,3
-2.864318,-10.938252,0.520904,3
-4.341336,-8.044085,0.6236,3
-2.012369,-11.124923,0.188959,3
-4.49168,-7.687467,1.438655,3
-2.39878,-10.586669,-0.003453,3
-4.431856,-7.650245,1.338231,3
-2.335747,-10.6539,-0.0123,3
-3.920024,-7.914523,0.797692,3
-2.031136,-10.505392,-0.317322,3
-3.933797,-8.321087,1.162589,3
-2.160628,-9.794791,-0.63883,3
-2.379293,-9.411249,-0.330928,3
-2.166009,-9.976147,0.103754,3
-2.722035,-10.469342,-0.868535,3
-3.697103,-8.430023,1.021731,3
-1.989972,-10.616268,0.313148,3
-4.130304,-8.496999,0.985123,3
-2.284854,-10.40371,-0.238883,3
-3.978306,-8.329133,1.15306,3
-2.679301,-10.336076,0.201318,3
-4.243512,-8.067169,1.669163,3
-2.793519,-10.284511,-0.667491,3
-2.464552,-9.427809,0.514693,3
-2.470165,-10.691112,-0.649568,3
-3.235643,-8.510778,0.615946,3
-3.16373,-9.361648,-0.111215,3
-2.322546,-9.2537,0.57763,3
-3.5152,-9.540597,0.452038,3
-2.484904,-9.355648,0.466276,3
-3.680331,-9.461929,0.477006,3
-2.28838,-9.327451,0.253856,3
-3.644895,-9.442173,0.402496,3
-2.731338,-9.089665,0.411816,3
-3.938518,-9.149149,0.932679,3
-3.369428,-9.705523,-0.571106,3
-2.657685,-9.886766,0.682285,3
-2.966342,-10.823561,-0.499723,3
-4.85004,-8.230488,1.141928,3
-2.140737,-10.374581,-0.355865,3
-4.387101,-8.135266,1.246203,3
-1.93784,-10.511697,-0.403181,3
-4.429828,-7.933851,1.089476,3
-2.263374,-9.907181,-0.275047,3
-3.640638,-8.899419,1.113641,3
-2.673398,-9.561938,-0.279015,3
-3.298401,-8.435144,1.270462,3
-1.663959,-10.550753,0.721457,3
-3.474639,-8.273137,1.850124,3
-2.06393,-9.549367,0.041311,3
-2.382286,-8.815357,1.613764,3
-3.365308,-9.503159,0.677897,3
-1.525721,-10.78125,0.191355,3
-3.766727,-8.136296,1.400346,3
-1.063148,-10.718684,0.12723,3
-4.297556,-8.00229,1.825012,3
-1.509799,-10.351969,-0.27034,3
-2.850637,-8.429893,1.224271,3
-2.624432,-9.486335,0.404293,3
-1.807245,-10.383493,-1.307084,3
-2.062125,-9.551403,0.79824,3
-1.844251,-10.893662,-0.608663,3
-3.2025,-8.620296,1.35213,3
-2.028277,-10.305283,0.228452,3
-3.508086,-8.597007,1.345142,3
-2.04058,-10.302818,0.254988,3
-3.858994,-8.469754,1.49735,3
-2.365437,-10.113632,0.376039,3
-4.374861,-8.052738,2.188305,3
-2.090498,-9.159843,0.469215,3
-2.757444,-9.839941,-0.389253,3
-2.196139,-10.083419,0.606469,3
-2.289984,-10.144824,-0.117577,3
-3.599271,-8.816753,1.308901,3
-1.801155,-10.670659,0.428712,3
-3.406775,-8.342607,1.186991,3
-1.408645,-10.713004,0.357639,3
-3.698166,-8.516879,1.003508,3
-1.263021,-10.558553,-0.098494,3
-3.701358,-8.578864,1.182342,3
-1.826898,-10.469884,0.084335,3
-4.568511,-7.33629,1.774936,3
-2.450739,-9.484508,0.165866,3
-3.006243,-9.664166,-0.207361,3
-2.998816,-9.75614,1.411402,3
-2.175254,-10.928638,-0.149233,3
-3.722879,-8.186574,1.243356,3
-1.753142,-10.406305,-0.098823,3
-3.724169,-8.398701,1.32606,3
-2.246614,-10.453062,0.1516,3
-0.720111,-10.093861,0.530852,3
-2.76875,-9.33184,1.109385,3
-0.609896,-10.992182,0.115716,3
-3.449768,-8.35973,1.237076,3
-0.835131,-10.603351,-0.072292,3
-3.072924,-8.348885,1.369145,3
-0.871416,-9.853294,-0.582978,3
-2.104198,-8.247324,0.935717,3
-2.549214,-9.773173,0.510569,3
-0.597898,-10.396828,-0.148085,3
-3.568214,-8.817219,1.024258,3
-0.360582,-10.71276,-1.130192,3
-1.859165,-9.04356,1.232411,3
-1.303833,-10.113016,-0.829254,3
-1.952127,-9.256644,0.508337,3
-2.280289,-10.076106,0.783182,3
-1.204738,-9.830165,0.193802,3
-2.541701,-9.694361,0.760295,3
-1.859096,-9.577672,0.4807,3
-2.784489,-9.68295,0.501153,3
-1.828656,-10.086133,0.31468,3
-3.973367,-8.48323,1.959593,3
-2.309753,-10.411678,-1.055078,3
-2.361269,-9.539601,0.255518,3
-1.494287,-10.853031,-0.830981,3
-3.809276,-8.495702,0.395124,3
-1.837753,-10.190863,-0.318691,3
-3.51574,-8.678555,0.769674,3
-1.81905,-10.16243,-0.457354,3
-3.297738,-8.879045,0.845303,3
-2.209403,-9.677478,-0.37102,3
-2.260638,-8.967769,0.756443,3
-2.722861,-9.873925,0.032725,3
-2.29696,-9.256577,0.469961,3
-3.361149,-9.231675,1.232753,3
-3.443784,-11.011458,-1.159875,3
-4.493505,-7.867585,2.136898,3
-1.899389,-10.40391,-0.003254,3
-3.125218,-8.658752,0.874679,3
-1.719558,-10.52229,0.008651,3
-3.506582,-8.061195,0.928071,3
-1.925526,-10.066991,-0.420976,3
-2.35034,-8.569743,0.877425,3
-2.898036,-9.866479,0.214751,3
-1.4646,-10.35654,-0.258083,3
-3.957405,-8.551795,0.923635,3
-1.663959,-10.550753,0.721457,3
-3.474639,-8.273137,1.850124,3
-2.06393,-9.549367,0.041311,3
-2.382286,-8.815357,1.613764,3
-3.365308,-9.503159,0.677897,3
-1.525721,-10.78125,0.191355,3
-3.766727,-8.136296,1.400346,3
-1.063148,-10.718684,0.12723,3
-4.297556,-8.00229,1.825012,3
-1.509799,-10.351969,-0.27034,3
-2.850637,-8.429893,1.224271,3
-2.624432,-9.486335,0.404293,3
-1.807245,-10.383493,-1.307084,3
